id,symbol,price_at_decision,drop_percent,recommendation,status,timestamp,company_name,pe_ratio,market_cap,sector,region,is_earnings_drop,earnings_date,ai_score,deep_research_verdict,deep_research_risk,deep_research_catalyst,deep_research_knife_catch,deep_research_score,git_version,entry_price_low,entry_price_high,stop_loss,take_profit_1,take_profit_2,pre_drop_price,upside_percent,downside_risk_percent,risk_reward_ratio,drop_type,conviction,entry_trigger,reassess_in_days,sell_price_low,sell_price_high,ceiling_exit,exit_trigger,deep_research_review_verdict,deep_research_action,deep_research_conviction,deep_research_entry_low,deep_research_entry_high,deep_research_stop_loss,deep_research_tp1,deep_research_tp2,deep_research_upside,deep_research_downside,deep_research_rr_ratio,deep_research_drop_type,deep_research_entry_trigger,deep_research_sell_price_low,deep_research_sell_price_high,deep_research_ceiling_exit,deep_research_exit_trigger,reassess_sell_action,reassess_thesis_status,reassess_sell_price_low,reassess_sell_price_high,reassess_ceiling_exit,reassess_updated_stop_loss,reassess_exit_trigger,reassess_timestamp,reassess_reasoning,data_depth,batch_winner,batch_id,gatekeeper_tier,reported_eps,consensus_eps,surprise_pct,earnings_fiscal_quarter,earnings_narrative_flag,decision_date,intent,return_1w,return_2w,return_4w,return_8w,max_roi_4w,max_roi_8w,max_drawdown_4w,recovered,days_to_recover,post_recover_5d,post_recover_10d,post_recover_20d,limit_filled,limit_cost_basis,return_filled_1w,return_filled_2w,return_filled_4w
175,VG,12.19,-5.868725868725868,AVOID,Not Owned,2026-04-24 14:30:47,"Venture Global, Inc.",13.178378378378378,29950467549.411587,,America,0,,,,,,,,v0.8.2-65-g397d1cb,11.15,11.45,10.9,12.87,13.71,12.87,6.23,10.03,0.6,COMPANY_SPECIFIC,HIGH,N/A — no position recommended.,7.0,12.68,13.05,13.71,N/A — no position recommended.,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""news"": {""total_count"": 30, ""total_length_chars"": 34056, ""providers"": {""Finnhub"": 5, ""Alpha Vantage"": 3, ""Yahoo Finance"": 7, ""Market News (Benzinga)"": 5, ""Benzinga/Massive"": 10}, ""time_range"": {""newest"": ""2026-04-24"", ""oldest"": ""2026-03-02""}}, ""fundamentals"": {""transcript_available"": false, ""transcript_date"": null, ""transcript_length"": 0}, ""agents"": {""technical_length"": 4577, ""news_length"": 3793, ""market_sentiment_length"": 3327, ""economics_length"": 4953, ""competitive_length"": 5673, ""seeking_alpha_length"": 53343, ""bull_length"": 5700, ""bear_length"": 6317, ""risk_length"": 5239}, ""metadata"": {""analyzed_at"": ""2026-04-24T16:33:18.337376"", ""stock_ticker"": ""UNKNOWN""}}",0,,,,,,,,2026-04-24,AVOID,0.04429856786188094,-0.06070551195527997,,,0.13289585066584905,0.13289585066584905,-0.08449550062246843,True,3.0,-0.08814588608374652,,,,,,,
176,VRSN,258.15,-6.788228922188125,BUY,Owned,2026-04-24 14:33:56,"VeriSign, Inc.",29.305255988193892,23672355255.400253,,America,1,2026-04-23,,BUY_LIMIT,Medium,Temporary,False,55.0,v0.8.2-65-g397d1cb,256.0,258.7,244.5,270.0,276.5,277.55,6.88,5.49,1.25,SECTOR_ROTATION,HIGH,"Price stabilizes near the 200-day SMA ($256.65) with RSI holding above 45, avoiding a daily close below $253.",14.0,270.0,276.5,285.33,"RSI exceeds 70 and price enters the $276-$285 zone, or if the broader Nasdaq software sector fails to demonstrate an aggregate recovery.",ADJUSTED,BUY_LIMIT,HIGH,256.0,258.7,244.5,270.0,276.5,6.88,5.49,1.25,SECTOR_ROTATION,"Price stabilizes near the 200-day SMA ($256.65) with RSI holding above 45, avoiding a daily close below $253.",270.0,276.5,285.33,"RSI exceeds 70 and price enters the $276-$285 zone, or if the broader Nasdaq software sector fails to demonstrate an aggregate recovery.",,,,,,,,,,"{""news"": {""total_count"": 30, ""total_length_chars"": 20012, ""providers"": {""Finnhub"": 10, ""Alpha Vantage"": 14, ""Yahoo Finance"": 1, ""Market News (Benzinga)"": 5}, ""time_range"": {""newest"": ""2026-04-24"", ""oldest"": ""2026-04-21""}}, ""fundamentals"": {""transcript_available"": false, ""transcript_date"": null, ""transcript_length"": 0}, ""agents"": {""technical_length"": 3979, ""news_length"": 5510, ""market_sentiment_length"": 2953, ""economics_length"": 5361, ""competitive_length"": 5274, ""seeking_alpha_length"": 66193, ""bull_length"": 5160, ""bear_length"": 5761, ""risk_length"": 5284}, ""metadata"": {""analyzed_at"": ""2026-04-24T16:36:28.494646"", ""stock_ticker"": ""UNKNOWN""}}",1,2.0,,,,,,,2026-04-24,ENTER_NOW,0.05535542297658832,0.11644389484825934,,,0.11907811213804968,0.11907811213804968,-0.017974067376192292,True,8.0,,,,,,,,
177,DSNKY,15.586,-10.579460699942626,AVOID,Not Owned,2026-04-24 14:57:29,"Daiichi Sankyo Co., Ltd.",14.27943197434723,32561435422.816315,,America,0,,,,,,,,v0.8.2-65-g397d1cb,14.0,14.5,13.5,17.15,17.43,17.43,10.0,13.4,0.7,COMPANY_SPECIFIC,HIGH,Wait for the May 11th earnings and 5-year plan release to quantify the contract manufacturing loss provisions.,12.0,16.8,17.43,17.63,N/A — no position recommended.,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""news"": {""total_count"": 16, ""total_length_chars"": 16569, ""providers"": {""Market News (Benzinga)"": 5, ""Yahoo Finance"": 10, ""Benzinga/Massive"": 1}, ""time_range"": {""newest"": ""2026-04-23"", ""oldest"": ""2026-02-03""}}, ""fundamentals"": {""transcript_available"": false, ""transcript_date"": null, ""transcript_length"": 0}, ""agents"": {""technical_length"": 4415, ""news_length"": 4778, ""market_sentiment_length"": 3853, ""economics_length"": 5417, ""competitive_length"": 4393, ""seeking_alpha_length"": 69887, ""bull_length"": 6335, ""bear_length"": 6131, ""risk_length"": 5693}, ""metadata"": {""analyzed_at"": ""2026-04-24T17:00:06.267895"", ""stock_ticker"": ""UNKNOWN""}}",0,,,,,,,,2026-04-24,AVOID,0.06185032959454296,0.05928398748119053,,,0.11061205350586312,0.11061205350586312,-0.0016681368140190607,False,,,,,,,,,
178,KRMN,72.73,-5.0522193211488124,AVOID,Not Owned,2026-04-24 15:01:09,Karman Holdings Inc.,554.344512195122,9638636944.469976,,America,0,,,,,,,,v0.8.2-65-g397d1cb,67.04,70.77,63.5,75.78,75.92,75.78,5.32,11.74,0.5,COMPANY_SPECIFIC,HIGH,Wait for audited 10-K filing to clear accounting risks and price stabilization near $67.,7.0,75.78,75.92,81.5,N/A — no position recommended.,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""news"": {""total_count"": 24, ""total_length_chars"": 29679, ""providers"": {""Yahoo Finance"": 10, ""Finnhub"": 1, ""Market News (Benzinga)"": 5, ""Alpha Vantage"": 3, ""Benzinga/Massive"": 5}, ""time_range"": {""newest"": ""2026-04-24"", ""oldest"": ""2026-01-30""}}, ""fundamentals"": {""transcript_available"": false, ""transcript_date"": null, ""transcript_length"": 0}, ""agents"": {""technical_length"": 4453, ""news_length"": 4359, ""market_sentiment_length"": 3190, ""economics_length"": 6195, ""competitive_length"": 5702, ""seeking_alpha_length"": 86806, ""bull_length"": 5517, ""bear_length"": 5607, ""risk_length"": 5350}, ""metadata"": {""analyzed_at"": ""2026-04-24T17:03:40.628704"", ""stock_ticker"": ""UNKNOWN""}}",0,,,,,,,,2026-04-24,AVOID,-0.09624634460424047,-0.1634813673506409,,,0.04908570124787307,0.04908570124787307,-0.19194279585090515,True,0.0,-0.06394186536194099,-0.1335801894766944,,,,,,
179,MDB,244.505,-5.271008484754569,AVOID,Not Owned,2026-04-24 15:04:13,"MongoDB, Inc.",,19650748884.934155,,America,0,,,,,,,,v0.8.2-65-g397d1cb,223.88,235.22,199.88,258.83,274.97,258.83,5.56,18.48,0.3,SECTOR_ROTATION,HIGH,Do not enter. The stock is a falling knife with structural sales issues and is not yet technically oversold.,5.0,247.97,260.0,274.97,N/A — no position recommended.,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""news"": {""total_count"": 30, ""total_length_chars"": 36023, ""providers"": {""Yahoo Finance"": 9, ""Finnhub"": 6, ""Market News (Benzinga)"": 5, ""Benzinga/Massive"": 10}, ""time_range"": {""newest"": ""2026-04-24"", ""oldest"": ""2026-02-06""}}, ""fundamentals"": {""transcript_available"": false, ""transcript_date"": null, ""transcript_length"": 0}, ""agents"": {""technical_length"": 4468, ""news_length"": 4409, ""market_sentiment_length"": 2920, ""economics_length"": 5125, ""competitive_length"": 5143, ""seeking_alpha_length"": 34108, ""bull_length"": 5440, ""bear_length"": 6115, ""risk_length"": 5698}, ""metadata"": {""analyzed_at"": ""2026-04-24T17:06:36.619510"", ""stock_ticker"": ""UNKNOWN""}}",0,,,,,,,,2026-04-24,AVOID,0.07752394206694395,0.2248011338038205,,,0.24345104917812266,0.24345104917812266,-0.01588926558889387,True,1.0,0.001172545400062148,,,,,,,
180,SSNC,66.52,-5.052811875535265,PENDING,Pending,2026-04-24 15:07:25,"SS&C Technologies Holdings, Inc.",21.106739433938316,16064931650.203823,,America,1,2026-04-23,,,,,,,v0.8.2-65-g397d1cb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,2026-04-24,NEUTRAL,0.041641625308589114,0.03367411509666977,,,0.06825011362888987,0.06825011362888987,-0.009320482172596059,True,5.0,-0.007648993682984733,,,,,,,
181,CMCSA,28.595,-9.62389380530974,AVOID,Not Owned,2026-04-24 17:04:37,Comcast Corporation,5.623402163225172,102880403994.01216,,America,1,2026-04-23,,,,,,,v0.8.2-65-g397d1cb,26.83,27.57,25.65,29.0,29.15,31.63,1.4,10.3,0.1,SECTOR_ROTATION,LOW,N/A — no position recommended due to structural breakdown.,5.0,29.0,29.15,31.63,N/A — no position recommended.,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""news"": {""total_count"": 30, ""total_length_chars"": 37799, ""providers"": {""Finnhub"": 13, ""Yahoo Finance"": 1, ""Alpha Vantage"": 1, ""Market News (Benzinga)"": 5, ""Benzinga/Massive"": 10}, ""time_range"": {""newest"": ""2026-04-24"", ""oldest"": ""2026-02-27""}}, ""fundamentals"": {""transcript_available"": false, ""transcript_date"": null, ""transcript_length"": 0}, ""agents"": {""technical_length"": 4329, ""news_length"": 4847, ""market_sentiment_length"": 2928, ""economics_length"": 5071, ""competitive_length"": 5599, ""seeking_alpha_length"": 115104, ""bull_length"": 5267, ""bear_length"": 5481, ""risk_length"": 5087}, ""metadata"": {""analyzed_at"": ""2026-04-24T19:07:36.283618"", ""stock_ticker"": ""UNKNOWN""}}",0,,,,,,,,2026-04-24,AVOID,-0.04913444539053617,-0.11173283376358543,,,0.08515477134623217,0.08515477134623217,-0.1134813645228282,False,,,,,,,,,
182,FLY,36.03,-6.512714063310841,AVOID,Not Owned,2026-04-24 17:09:24,Firefly Aerospace Inc.,,5763084841.117801,,America,0,,,,,,,,v0.8.2-65-g397d1cb,24.5,27.56,22.0,38.57,40.18,38.57,7.0,39.0,0.2,COMPANY_SPECIFIC,HIGH,N/A — no position recommended.,5.0,36.15,40.18,50.8,N/A — no position recommended.,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""news"": {""total_count"": 26, ""total_length_chars"": 35647, ""providers"": {""Finnhub"": 5, ""Yahoo Finance"": 6, ""Market News (Benzinga)"": 5, ""Benzinga/Massive"": 10}, ""time_range"": {""newest"": ""2026-04-23"", ""oldest"": ""2026-03-25""}}, ""fundamentals"": {""transcript_available"": false, ""transcript_date"": null, ""transcript_length"": 0}, ""agents"": {""technical_length"": 4102, ""news_length"": 4499, ""market_sentiment_length"": 2866, ""economics_length"": 5158, ""competitive_length"": 4925, ""seeking_alpha_length"": 104793, ""bull_length"": 5827, ""bear_length"": 5991, ""risk_length"": 5361}, ""metadata"": {""analyzed_at"": ""2026-04-24T19:11:57.638947"", ""stock_ticker"": ""UNKNOWN""}}",0,,,,,,,,2026-04-24,AVOID,-0.061892888230348435,0.10130447696852012,,,0.12128785805936455,0.12128785805936455,-0.13305578515028713,True,0.0,-0.037859430418914125,0.12951890403414268,,,,,,
183,HLNE,97.37,-5.612640558355944,BUY_LIMIT,Owned,2026-04-24 17:13:30,Hamilton Lane Incorporated,17.46860423394331,5430822992.478384,,America,0,,,,,,,,v0.8.2-65-g397d1cb,90.48,92.0,83.48,102.85,115.0,102.85,5.9,14.0,0.4,ANALYST_DOWNGRADE,MODERATE,Price tests the 52-week low support zone ($90.47) and RSI drops below 30.,5.0,102.85,115.0,130.08,Price stalls at the pre-drop level or 50-day SMA ($103.30) on declining volume.,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""news"": {""total_count"": 25, ""total_length_chars"": 19388, ""providers"": {""Finnhub"": 14, ""Market News (Benzinga)"": 5, ""Benzinga/Massive"": 2, ""Yahoo Finance"": 4}, ""time_range"": {""newest"": ""2026-04-23"", ""oldest"": ""2026-02-03""}}, ""fundamentals"": {""transcript_available"": false, ""transcript_date"": null, ""transcript_length"": 0}, ""agents"": {""technical_length"": 4013, ""news_length"": 4774, ""market_sentiment_length"": 2880, ""economics_length"": 4757, ""competitive_length"": 5640, ""seeking_alpha_length"": 59047, ""bull_length"": 5557, ""bear_length"": 5715, ""risk_length"": 5704}, ""metadata"": {""analyzed_at"": ""2026-04-24T19:16:15.857434"", ""stock_ticker"": ""UNKNOWN""}}",0,,,,,,,,2026-04-24,ENTER_LIMIT,-0.04939922400540469,-0.0859607682037589,,,0.06798806474036691,0.06798806474036691,-0.11779807408977198,True,0.0,-0.02404047730214817,-0.06157735726901774,,True,91.24000000000001,0.014467312128383831,-0.024550635686102683,
184,SBSNY,25.025,-11.290322580645169,AVOID,Not Owned,2026-04-24 17:18:04,VEND MARKETPLACES ASA,,5830647220.63708,,America,0,,,,,,,,v0.8.2-65-g397d1cb,22.38,24.75,19.38,26.06,,27.9,5.29,21.7,0.2,MACRO_SELLOFF,HIGH,N/A — no position recommended.,7.0,26.06,26.06,31.24,N/A — no position recommended.,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""news"": {""total_count"": 12, ""total_length_chars"": 14097, ""providers"": {""Market News (Benzinga)"": 5, ""Yahoo Finance"": 7}, ""time_range"": {""newest"": ""2026-04-23"", ""oldest"": ""2025-05-08""}}, ""fundamentals"": {""transcript_available"": false, ""transcript_date"": null, ""transcript_length"": 0}, ""agents"": {""technical_length"": 4078, ""news_length"": 5420, ""market_sentiment_length"": 3009, ""economics_length"": 4745, ""competitive_length"": 6024, ""seeking_alpha_length"": 25894, ""bull_length"": 5754, ""bear_length"": 5225, ""risk_length"": 6355}, ""metadata"": {""analyzed_at"": ""2026-04-24T19:20:19.969141"", ""stock_ticker"": ""UNKNOWN""}}",0,,,,,,,,2026-04-24,AVOID,0.09730266071818812,0.10449548010583173,,,0.15404592051015398,0.15404592051015398,-0.01738261128519912,True,4.0,0.03574084373262012,,,,,,,
185,ERIE,234.4,-5.825632784250703,AVOID,Not Owned,2026-04-24 17:42:04,Erie Indemnity Company,22.07925548449083,10916093953.886702,,America,1,2026-04-23,,,,,,,v0.8.2-65-g397d1cb,233.82,235.0,221.82,249.3,,248.91,6.36,5.37,1.2,EARNINGS_MISS,LOW,N/A — no position recommended due to structural risks.,5.0,248.91,249.3,267.31,N/A — no position recommended.,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""news"": {""total_count"": 24, ""total_length_chars"": 16872, ""providers"": {""Benzinga/Massive"": 1, ""Yahoo Finance"": 8, ""Finnhub"": 10, ""Market News (Benzinga)"": 5}, ""time_range"": {""newest"": ""2026-04-24"", ""oldest"": ""2026-03-06""}}, ""fundamentals"": {""transcript_available"": false, ""transcript_date"": null, ""transcript_length"": 0}, ""agents"": {""technical_length"": 4577, ""news_length"": 5566, ""market_sentiment_length"": 3517, ""economics_length"": 4789, ""competitive_length"": 5357, ""seeking_alpha_length"": 67286, ""bull_length"": 5861, ""bear_length"": 6122, ""risk_length"": 6075}, ""metadata"": {""analyzed_at"": ""2026-04-24T19:44:46.005229"", ""stock_ticker"": ""UNKNOWN""}}",0,,,,,,,,2026-04-24,AVOID,-0.08293512494083967,-0.07892494071465712,,,0.09543510671361718,0.09543510671361718,-0.10379689708097806,True,0.0,-0.07987325054929552,-0.07584967721540484,,,,,,
186,LBRDP,21.965,-5.971746575342464,BUY,Owned,2026-04-24 18:26:18,Liberty Broadband Corporation - Series A Cumulative Redeemable Preferred Stock,,8099718117.0,,America,0,,,BUY,High,Structural,True,50.0,v0.8.2-65-g397d1cb,21.96,22.15,21.2,22.68,23.36,23.36,13.75,3.46,4.0,EARNINGS_MISS,HIGH,Extreme technical dislocation and irrational market contagion following CHTR subscriber loss.,5.0,22.68,23.36,24.37,RSI crosses above 60 and price reaches the $23.36 pre-drop gap fill.,ADJUSTED,BUY,HIGH,21.96,22.15,21.2,22.68,23.36,13.75,3.46,4.0,EARNINGS_MISS,Extreme technical dislocation and irrational market contagion following CHTR subscriber loss.,,,,,,,,,,,,,,"{""news"": {""total_count"": 16, ""total_length_chars"": 18052, ""providers"": {""Benzinga/Massive"": 1, ""Market News (Benzinga)"": 5, ""Finnhub"": 1, ""Yahoo Finance"": 9}, ""time_range"": {""newest"": ""2026-04-24"", ""oldest"": ""2025-11-11""}}, ""fundamentals"": {""transcript_available"": false, ""transcript_date"": null, ""transcript_length"": 0}, ""agents"": {""technical_length"": 4616, ""news_length"": 4127, ""market_sentiment_length"": 2683, ""economics_length"": 6169, ""competitive_length"": 5187, ""seeking_alpha_length"": 12272, ""bull_length"": 6021, ""bear_length"": 5810, ""risk_length"": 5497}, ""metadata"": {""analyzed_at"": ""2026-04-24T20:28:30.435328"", ""stock_ticker"": ""UNKNOWN""}}",0,,,,,,,,2026-04-24,ENTER_NOW,-0.0029592707247769823,0.008877753125978126,,,0.0657864715416394,0.0657864715416394,-0.04165721661458926,True,0.0,0.0027472282748712933,0.01465200057639656,,,,,,
187,BKRKY,8.96,-6.7637877211238155,AVOID,Not Owned,2026-04-25 19:05:27,Bank Rakyat,7.867931155602389,26908023782.99056,,America,0,,,,,,,,v0.8.2-71-g95ff8c8,8.81,8.96,7.87,9.61,9.8,9.61,7.25,4.35,1.7,MACRO_SELLOFF,LOW,N/A — no position recommended.,5.0,9.61,9.8,10.33,N/A — no position recommended.,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""news"": {""total_count"": 6, ""total_length_chars"": 11037, ""providers"": {""Market News (Benzinga)"": 5, ""Yahoo Finance"": 1}, ""time_range"": {""newest"": ""2026-04-23"", ""oldest"": ""2025-12-12""}}, ""fundamentals"": {""transcript_available"": false, ""transcript_date"": null, ""transcript_length"": 0}, ""agents"": {""technical_length"": 4654, ""news_length"": 4134, ""market_sentiment_length"": 2938, ""economics_length"": 6173, ""competitive_length"": 5436, ""seeking_alpha_length"": 26707, ""bull_length"": 5616, ""bear_length"": 4912, ""risk_length"": 5460}, ""metadata"": {""analyzed_at"": ""2026-04-25T21:07:51.304912"", ""stock_ticker"": ""UNKNOWN""}}",0,,,,,,,,2026-04-25,AVOID,-0.020089315516608194,,,,0.08147316745349328,0.08147316745349328,-0.06138394560132717,True,8.0,,,,,,,,
188,BKRKY,8.96,-6.7637877211238155,PENDING,Pending,2026-04-25 19:06:55,Bank Rakyat,7.867931155602389,26908023782.99056,,America,0,,,,,,,,v0.8.2-71-g95ff8c8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,2026-04-25,NEUTRAL,-0.020089315516608194,,,,0.08147316745349328,0.08147316745349328,-0.06138394560132717,True,8.0,,,,,,,,
189,CAR,204.0,-10.971458496988735,PENDING,Pending,2026-04-25 19:07:59,"Avis Budget Group, Inc.",,7206235565.0,,America,0,,,,,,,,v0.8.2-71-g95ff8c8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,2026-04-25,NEUTRAL,-0.17499998504040287,,,,0.004901960784313725,0.004901960784313725,-0.29710784612917435,False,,,,,,,,,
190,CAR,204.0,-10.971458496988735,PENDING,Pending,2026-04-25 19:26:30,"Avis Budget Group, Inc.",,7206235565.0,,America,0,,,,,,,,v0.8.2-73-g46c793d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,2026-04-25,NEUTRAL,-0.17499998504040287,,,,0.004901960784313725,0.004901960784313725,-0.29710784612917435,False,,,,,,,,,
191,CAR,204.0,-10.971458496988735,AVOID,Not Owned,2026-04-25 19:37:10,"Avis Budget Group, Inc.",,7206235565.0,,America,0,,,,,,,,v0.8.2-73-g46c793d,158.0,190.9,-25.09,229.14,250.0,229.14,12.3,22.5,0.5,COMPANY_SPECIFIC,HIGH,N/A — no position recommended due to extreme volatility and dilution risk.,5.0,229.14,250.0,280.0,N/A — no position recommended.,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""news"": {""total_count"": 30, ""total_length_chars"": 36701, ""providers"": {""Finnhub"": 13, ""Benzinga/Massive"": 10, ""Alpha Vantage"": 2, ""Market News (Benzinga)"": 5}, ""time_range"": {""newest"": ""2026-04-25"", ""oldest"": ""2026-04-07""}}, ""fundamentals"": {""transcript_available"": false, ""transcript_date"": null, ""transcript_length"": 0}, ""agents"": {""technical_length"": 4375, ""news_length"": 4544, ""market_sentiment_length"": 2918, ""economics_length"": 4733, ""competitive_length"": 5249, ""seeking_alpha_length"": 49366, ""bull_length"": 6175, ""bear_length"": 5611, ""risk_length"": 5549}, ""metadata"": {""analyzed_at"": ""2026-04-25T21:39:06.375938"", ""stock_ticker"": ""UNKNOWN""}}",0,,,,,,,,2026-04-25,AVOID,-0.17499998504040287,,,,0.004901960784313725,0.004901960784313725,-0.29710784612917435,False,,,,,,,,,
192,IBRX,7.44,-9.157509157509146,PENDING,Pending,2026-04-25 19:39:15,"ImmunityBio, Inc.",,7649149247.999999,,America,0,,,,,,,,v0.8.2-73-g46c793d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,2026-04-25,NEUTRAL,-0.0013441090942711484,,,,0.15053769080869608,0.15053769080869608,-0.09543010496324113,True,7.0,,,,,,,,
193,IBRX,7.44,-9.157509157509146,AVOID,Not Owned,2026-04-25 21:03:23,"ImmunityBio, Inc.",,7649149247.999999,,America,0,,,,,,,,v0.8.2-75-g0d8e971,6.61,6.8,4.19,8.19,8.33,8.19,10.1,21.9,0.5,COMPANY_SPECIFIC,LOW,N/A — no position recommended.,7.0,7.47,8.33,8.73,N/A — no position recommended.,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""news"": {""total_count"": 30, ""total_length_chars"": 35980, ""providers"": {""Benzinga/Massive"": 10, ""Yahoo Finance"": 2, ""Alpha Vantage"": 10, ""Finnhub"": 3, ""Market News (Benzinga)"": 5}, ""time_range"": {""newest"": ""2026-04-25"", ""oldest"": ""2026-04-19""}}, ""fundamentals"": {""transcript_available"": true, ""transcript_date"": ""2026-03-03"", ""transcript_length"": 73284}, ""agents"": {""technical_length"": 5012, ""news_length"": 5137, ""market_sentiment_length"": 2997, ""economics_length"": 4890, ""competitive_length"": 5444, ""seeking_alpha_length"": 44412, ""bull_length"": 5692, ""bear_length"": 5464, ""risk_length"": 6907}, ""metadata"": {""analyzed_at"": ""2026-04-25T23:05:18.480667"", ""stock_ticker"": ""UNKNOWN""}}",0,,,,,,,,2026-04-25,AVOID,-0.0013441090942711484,,,,0.15053769080869608,0.15053769080869608,-0.09543010496324113,True,7.0,,,,,,,,
194,MZHOF,39.0,-7.309699683426977,WATCH,Not Owned,2026-04-25 21:05:51,Mizuho Financial Group Inc.,14.511336078203675,95101195312.49696,,America,0,,,,,,,,v0.8.2-75-g0d8e971,35.78,37.11,29.77,42.07,42.95,42.07,7.9,12.8,0.6,MACRO_SELLOFF,MODERATE,Wait for the stock to test the $35.78 - $37.11 support zone (Lower Bollinger Band and Pivot S1) and for the RSI to drop below 35.,5.0,41.11,42.95,46.44,Scale out at the 20-day SMA ($41.11); fully exit if price stalls at the 50-day SMA ($42.95) on declining volume.,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""news"": {""total_count"": 14, ""total_length_chars"": 13443, ""providers"": {""Market News (Benzinga)"": 5, ""Yahoo Finance"": 9}, ""time_range"": {""newest"": ""2026-04-23"", ""oldest"": ""2026-04-06""}}, ""fundamentals"": {""transcript_available"": true, ""transcript_date"": ""2024-11-17"", ""transcript_length"": 53968}, ""agents"": {""technical_length"": 4674, ""news_length"": 5895, ""market_sentiment_length"": 2872, ""economics_length"": 5003, ""competitive_length"": 5463, ""seeking_alpha_length"": 48331, ""bull_length"": 5659, ""bear_length"": 5417, ""risk_length"": 6320}, ""metadata"": {""analyzed_at"": ""2026-04-25T23:07:48.146338"", ""stock_ticker"": ""UNKNOWN""}}",0,,,,,,,,2026-04-25,NEUTRAL,0.03153844980093149,,,,0.1505127931252504,0.1505127931252504,0.016666705791766826,True,1.0,-0.09959715157889021,,,,,,,
195,MZHOF,39.0,-7.309699683426977,WATCH,Not Owned,2026-04-25 21:06:06,Mizuho Financial Group Inc.,14.511336078203675,95101195312.49696,,America,0,,,,,,,,v0.8.2-75-g0d8e971,35.78,37.11,29.77,42.08,42.95,42.08,7.9,14.1,0.6,MACRO_SELLOFF,MODERATE,RSI drops below 35 and price establishes firm support in the $35.78 - $37.11 zone.,5.0,40.27,42.08,42.95,"Price stalls at the SMA100 ($40.27) on declining volume, or macroeconomic/geopolitical conditions deteriorate further.",,,,,,,,,,,,,,,,,,,,,,,,,,,"{""news"": {""total_count"": 14, ""total_length_chars"": 13443, ""providers"": {""Market News (Benzinga)"": 5, ""Yahoo Finance"": 9}, ""time_range"": {""newest"": ""2026-04-23"", ""oldest"": ""2026-04-06""}}, ""fundamentals"": {""transcript_available"": true, ""transcript_date"": ""2024-11-17"", ""transcript_length"": 53968}, ""agents"": {""technical_length"": 4393, ""news_length"": 5467, ""market_sentiment_length"": 3299, ""economics_length"": 5241, ""competitive_length"": 5118, ""seeking_alpha_length"": 50032, ""bull_length"": 5810, ""bear_length"": 5495, ""risk_length"": 5647}, ""metadata"": {""analyzed_at"": ""2026-04-25T23:08:20.973294"", ""stock_ticker"": ""UNKNOWN""}}",0,,,,,,,,2026-04-25,NEUTRAL,0.03153844980093149,,,,0.1505127931252504,0.1505127931252504,0.016666705791766826,True,1.0,-0.09959715157889021,,,,,,,
